wave_group_id,difficulty,wave,enemy_id_1,enemy_id_2,enemy_id_3,enemy_id_4,enemy_id_5,drop_gold_1,reward_group_id_1,disp_reward_type_1,disp_reward_id_1,reward_lot_count_1,reward_odds_1,drop_gold_2,reward_group_id_2,disp_reward_type_2,disp_reward_id_2,reward_lot_count_2,reward_odds_2,drop_gold_3,reward_group_id_3,disp_reward_type_3,disp_reward_id_3,reward_lot_count_3,reward_odds_3,drop_gold_4,reward_group_id_4,disp_reward_type_4,disp_reward_id_4,reward_lot_count_4,reward_odds_4,drop_gold_5,reward_group_id_5,disp_reward_type_5,disp_reward_id_5,reward_lot_count_5,reward_odds_5
650002042,1,2,670120011,670300013,670390013,0,0,298,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002043,1,3,670270013,670380112,670420013,670160013,0,298,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002051,1,1,670090114,670300014,670110014,0,0,309,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002052,1,2,670090014,670300114,670070014,0,0,309,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002053,1,3,670330012,670290214,670250014,670130114,0,309,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002061,1,1,670370015,670060015,670440015,0,0,313,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002062,1,2,670050014,670300015,670140015,0,0,313,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002063,1,3,670040014,670030015,670100015,670210115,0,313,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002071,1,1,670060016,670090016,670130016,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002072,1,2,670090016,670300116,670070016,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002073,1,3,670290116,670380115,670160016,670340016,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002081,1,1,670090117,670300017,670110017,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002082,1,2,670120015,670300017,670390017,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002083,1,3,670380016,670050016,670420017,670230017,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002091,1,1,670030018,670280018,670020018,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002092,1,2,670210118,670010018,670280018,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002093,1,3,670270018,670380117,670420018,670160018,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002101,1,1,670380018,670320019,670340019,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002102,1,2,670330017,670210119,670080019,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002103,1,3,670290119,670380118,670160019,670340019,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002111,1,1,670090120,670300020,670110020,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002112,1,2,670210120,670010020,670280020,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002113,1,3,670040019,670030020,670100020,670210120,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002121,1,1,670370021,670060021,670440021,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002122,1,2,670090021,670300121,670070021,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002123,1,3,670270021,670380120,670420021,670160021,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002131,1,1,670060022,670090022,670130022,0,0,326,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002132,1,2,670330020,670210122,670080022,0,0,326,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002133,1,3,670380021,670050021,670420022,670230022,0,326,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002141,1,1,670030023,670280023,670020023,0,0,336,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002142,1,2,670120021,670300023,670390023,0,0,336,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002143,1,3,670270023,670380122,670420023,670160023,0,336,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002151,1,1,670030025,670280025,670020025,0,0,341,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002152,1,2,670050024,670300025,670140025,0,0,341,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002153,1,3,670330023,670290225,670250025,670130125,0,341,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650002161,2,1,670070027,670090127,670430027,0,0,356,10011003,0,0,1,86,0,10011002,4,101011,1,86,0,10011001,4,101011,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650002162,2,2,670280026,670270027,670010025,0,0,356,62001005,0,0,1,60,0,61001004,0,0,1,36,0,62001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002163,2,3,670240027,670380127,670220027,670150027,0,356,10011006,4,101011,1,86,0,10011005,0,0,1,86,0,10011004,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650002171,2,1,670090029,670400029,670110029,0,0,356,62001005,0,0,1,60,0,61001004,0,0,1,36,0,62001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002172,2,2,670050029,670190027,670380029,0,0,356,10011003,0,0,1,86,0,10011002,4,101011,1,86,0,10011001,4,101011,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650002173,2,3,670130129,670040029,670050029,670020029,0,356,10011006,4,101011,1,86,0,10011005,0,0,1,86,0,10011004,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650002181,2,1,670070032,670090132,670430032,0,0,356,10011003,0,0,1,86,0,10011002,4,101011,1,86,0,10011001,4,101011,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650002182,2,2,670060032,670230030,670300132,0,0,356,62001005,0,0,1,60,0,61001004,0,0,1,36,0,62001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002183,2,3,670120032,670380132,670420032,670140032,0,356,10011006,4,101011,1,86,0,10011005,0,0,1,86,0,10011004,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650002191,2,1,670030034,670290134,670390034,0,0,371,62001005,0,0,1,60,0,61001004,0,0,1,36,0,62001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002192,2,2,670280033,670270034,670010032,0,0,371,10011003,0,0,1,86,0,10011002,4,101011,1,86,0,10011001,4,101011,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650002193,2,3,670130134,670040034,670050034,670020034,0,371,10011006,4,101011,1,86,0,10011005,0,0,1,86,0,10011004,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650002201,2,1,670090037,670400037,670110037,0,0,386,62001005,0,0,1,60,0,61001004,0,0,1,36,0,62001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650002202,2,2,670050037,670190035,670380037,0,0,386,10011003,0,0,1,86,0,10011002,4,101011,1,86,0,10011001,4,101011,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650002203,2,3,670240037,670380137,670220037,670150037,0,386,10011006,4,101011,1,86,0,10011005,0,0,1,86,0,10011004,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650003011,1,1,670370010,670060010,670440010,0,0,273,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003012,1,2,670090010,670300110,670070010,0,0,273,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003013,1,3,670270010,670380109,670420010,670160010,0,273,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003021,1,1,670090111,670300011,670110011,0,0,281,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003022,1,2,670210111,670010011,670280011,0,0,281,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003023,1,3,670380010,670050010,670420011,670230011,0,281,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003031,1,1,670380011,670320012,670340012,0,0,288,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003032,1,2,670330010,670210112,670080012,0,0,288,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003033,1,3,670290112,670380111,670160012,670340012,0,288,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003041,1,1,670060013,670090013,670130013,0,0,298,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003042,1,2,670090013,670300113,670070013,0,0,298,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003043,1,3,670040012,670030013,670100013,670210113,0,298,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003051,1,1,670030014,670280014,670020014,0,0,309,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003052,1,2,670210114,670010014,670280014,0,0,309,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003053,1,3,670270014,670380113,670420014,670160014,0,309,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003061,1,1,670060015,670090015,670130015,0,0,313,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003062,1,2,670120013,670300015,670390015,0,0,313,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003063,1,3,670330013,670290215,670250015,670130115,0,313,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003071,1,1,670090116,670300016,670110016,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003072,1,2,670050015,670300016,670140016,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003073,1,3,670380015,670050015,670420016,670230016,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003081,1,1,670060017,670090017,670130017,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003082,1,2,670090017,670300117,670070017,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003083,1,3,670290117,670380116,670160017,670340017,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003091,1,1,670090118,670300018,670110018,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003092,1,2,670120016,670300018,670390018,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003093,1,3,670040017,670030018,670100018,670210118,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003101,1,1,670370019,670060019,670440019,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003102,1,2,670210119,670010019,670280019,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003103,1,3,670270019,670380118,670420019,670160019,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003111,1,1,670380019,670320020,670340020,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003112,1,2,670050019,670300020,670140020,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003113,1,3,670330018,670290220,670250020,670130120,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003121,1,1,670030021,670280021,670020021,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003122,1,2,670120019,670300021,670390021,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003123,1,3,670290121,670380120,670160021,670340021,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003131,1,1,670030022,670280022,670020022,0,0,326,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003132,1,2,670090022,670300122,670070022,0,0,326,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003133,1,3,670040021,670030022,670100022,670210122,0,326,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003141,1,1,670370023,670060023,670440023,0,0,336,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003142,1,2,670050022,670300023,670140023,0,0,336,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003143,1,3,670380022,670050022,670420023,670230023,0,336,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003151,1,1,670090125,670300025,670110025,0,0,341,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003152,1,2,670330023,670210125,670080025,0,0,341,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003153,1,3,670270025,670380124,670420025,670160025,0,341,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650003161,2,1,670030029,670290129,670390029,0,0,356,10011003,0,0,1,86,0,10011002,4,101011,1,86,0,10011001,4,101011,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650003162,2,2,670060029,670230027,670300129,0,0,356,62001005,0,0,1,60,0,61001004,0,0,1,36,0,62001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003163,2,3,670130129,670040029,670050029,670020029,0,356,10011006,4,101011,1,86,0,10011005,0,0,1,86,0,10011004,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650003171,2,1,670070031,670090131,670430031,0,0,356,62001005,0,0,1,60,0,61001004,0,0,1,36,0,62001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003172,2,2,670280030,670270031,670010029,0,0,356,10011003,0,0,1,86,0,10011002,4,101011,1,86,0,10011001,4,101011,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650003173,2,3,670120031,670380131,670420031,670140031,0,356,10011006,4,101011,1,86,0,10011005,0,0,1,86,0,10011004,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650003181,2,1,670090034,670400034,670110034,0,0,371,10011003,0,0,1,86,0,10011002,4,101011,1,86,0,10011001,4,101011,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650003182,2,2,670050034,670190032,670380034,0,0,371,62001005,0,0,1,60,0,61001004,0,0,1,36,0,62001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003183,2,3,670240034,670380134,670220034,670150034,0,371,10011006,4,101011,1,86,0,10011005,0,0,1,86,0,10011004,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650003191,2,1,670070036,670090136,670430036,0,0,381,62001005,0,0,1,60,0,61001004,0,0,1,36,0,62001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003192,2,2,670060036,670230034,670300136,0,0,381,10011003,0,0,1,86,0,10011002,4,101011,1,86,0,10011001,4,101011,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650003193,2,3,670120036,670380136,670420036,670140036,0,381,10011006,4,101011,1,86,0,10011005,0,0,1,86,0,10011004,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650003201,2,1,670030039,670290139,670390039,0,0,396,62001005,0,0,1,60,0,61001004,0,0,1,36,0,62001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650003202,2,2,670280038,670270039,670010037,0,0,396,10011003,0,0,1,86,0,10011002,4,101011,1,86,0,10011001,4,101011,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650003203,2,3,670130139,670040039,670050039,670020039,0,396,10011006,4,101011,1,86,0,10011005,0,0,1,86,0,10011004,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0
650004011,1,1,670370010,670060010,670440010,0,0,273,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650004012,1,2,670090010,670300110,670070010,0,0,273,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004013,1,3,670270010,670380109,670420010,670160010,0,273,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004021,1,1,670090111,670300011,670110011,0,0,281,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650004022,1,2,670210111,670010011,670280011,0,0,281,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004023,1,3,670380010,670050010,670420011,670230011,0,281,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004031,1,1,670380011,670320012,670340012,0,0,288,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650004032,1,2,670330010,670210112,670080012,0,0,288,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004033,1,3,670290112,670380111,670160012,670340012,0,288,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004041,1,1,670060013,670090013,670130013,0,0,298,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650004042,1,2,670090013,670300113,670070013,0,0,298,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004043,1,3,670040012,670030013,670100013,670210113,0,298,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004051,1,1,670030014,670280014,670020014,0,0,309,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650004052,1,2,670210114,670010014,670280014,0,0,309,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004053,1,3,670270014,670380113,670420014,670160014,0,309,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004061,1,1,670060015,670090015,670130015,0,0,313,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650004062,1,2,670120013,670300015,670390015,0,0,313,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004063,1,3,670330013,670290215,670250015,670130115,0,313,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004071,1,1,670090116,670300016,670110016,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650004072,1,2,670050015,670300016,670140016,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004073,1,3,670380015,670050015,670420016,670230016,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004081,1,1,670060017,670090017,670130017,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
650004082,1,2,670090017,670300117,670070017,0,0,321,10011003,0,0,1,66,0,10011002,4,101011,1,66,0,10011001,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004083,1,3,670290117,670380116,670160017,670340017,0,321,10011006,4,101011,1,66,0,10011005,0,0,1,66,0,10011004,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0
650004091,1,1,670090118,670300018,670110018,0,0,321,61001005,0,0,1,30,0,61001004,0,0,1,18,0,61001007,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
